,race_ethnicity,crime_class,crime_type,crime_subtype,release_type,super_dist,recidivist,target_pop,sex,age_number
22094,Black,C Felony,Drug,Trafficking,Parole Granted,7JD,No,No,Male,70.0
22095,White,Aggravated Misdemeanor,Public Order,Alcohol,Parole Granted,1JD,No,No,Male,50.0
22096,Black,B Felony,Other,Other Criminal,Parole Granted,5JD,Yes,Yes,Male,40.0
22097,White,D Felony,Drug,Drug Possession,Parole Granted,3JD,No,No,Male,50.0
22098,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,2JD,No,Yes,Male,40.0
22099,White,C Felony,Property,Theft,Parole Granted,7JD,Yes,Yes,Male,50.0
22100,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,2JD,No,Yes,Male,50.0
22101,Black,D Felony,Violent,Assault,Parole Granted,6JD,No,Yes,Male,50.0
22102,Black,C Felony,Property,Burglary,Parole Granted,5JD,No,Yes,Male,50.0
22103,American Native,C Felony,Property,Theft,Parole Granted,,Yes,Yes,Male,50.0
22104,White,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,Yes,Male,50.0
22105,White,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,70.0
22106,Black,Felony - Enhanced,Other,Other Criminal,Discharged - Expiration of Sentence,,No,Yes,Male,50.0
22107,White,D Felony,Property,Burglary,Parole Granted,,No,Yes,Male,70.0
22108,Black,Felony - Enhanced,Drug,Trafficking,Parole Granted,2JD,Yes,Yes,Male,40.0
22109,White,D Felony,Drug,Drug Possession,Parole Granted,1JD,Yes,No,Male,50.0
22110,White,D Felony,Violent,Assault,Parole Granted,6JD,Yes,Yes,Male,40.0
22111,White,C Felony,Property,Burglary,Parole Granted,5JD,No,Yes,Male,50.0
22112,White,D Felony,Property,Theft,Parole Granted,2JD,Yes,Yes,Male,50.0
22113,White,B Felony,Drug,Trafficking,Discharged - Expiration of Sentence,5JD,Yes,No,Male,50.0
22114,Black,Felony - Enhanced,Other,Other Criminal,Parole Granted,5JD,No,Yes,Male,40.0
22115,White,D Felony,Public Order,OWI,Parole Granted,1JD,No,No,Male,50.0
22116,White,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,5JD,No,No,Male,40.0
22117,White,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,50.0
22118,White,C Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,No,Yes,Male,50.0
22119,White,C Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Male,50.0
22120,White,B Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,Yes,Yes,Male,40.0
22121,White,C Felony,Property,Burglary,Parole Granted,7JD,No,Yes,Male,40.0
22122,White,D Felony,Drug,Drug Possession,Discharged - Expiration of Sentence,,No,Yes,Male,40.0
22123,White,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,,No,Yes,Male,40.0
22124,White,D Felony,Property,Burglary,Paroled to Detainer - Out of State,5JD,No,Yes,Male,50.0
22125,White,C Felony,Drug,Trafficking,Parole Granted,1JD,No,No,Male,40.0
22126,White,D Felony,Property,Theft,Parole Granted,5JD,Yes,Yes,Male,40.0
22127,White,C Felony,Property,Burglary,Parole Granted,1JD,Yes,Yes,Male,40.0
22128,White,Felony - Enhanced,Other,Other Criminal,Paroled to Detainer - Out of State,3JD,Yes,Yes,Male,30.0
22129,Black,Felony - Enhanced,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male,40.0
22130,White,Felony - Enhanced,Other,Other Criminal,Discharged - Expiration of Sentence,1JD,Yes,Yes,Male,40.0
22131,Black,D Felony,Public Order,Flight/Escape,Discharged - Expiration of Sentence,5JD,Yes,Yes,Male,30.0
22132,Black,Felony - Enhanced,Drug,Trafficking,Parole Granted,,No,Yes,Male,30.0
22133,Black,D Felony,Drug,Trafficking,Parole Granted,1JD,Yes,Yes,Male,30.0
22134,Asian or Pacific Islander,B Felony,Other,Other Criminal,Discharged - Expiration of Sentence,,No,Yes,Male,30.0
22135,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,1JD,No,Yes,Male,40.0
22136,Black,B Felony,Violent,Other Violent,Paroled to Detainer - U.S. Marshall,,No,Yes,Male,30.0
22137,Black,D Felony,Property,Forgery/Fraud,Parole Granted,6JD,Yes,Yes,Male,40.0
22138,White,C Felony,Property,Burglary,Paroled to Detainer - U.S. Marshall,5JD,No,Yes,Male,70.0
22139,White,Aggravated Misdemeanor,Public Order,Alcohol,Parole Granted,7JD,No,No,Male,70.0
22140,White,B Felony,Drug,Trafficking,Paroled w/Immediate Discharge,,No,No,Male,70.0
22141,White,C Felony,Violent,Sex,Discharged - Expiration of Sentence,,No,No,Male,70.0
22142,White,D Felony,Drug,Drug Possession,Parole Granted,5JD,Yes,No,Female,50.0
22143,White,D Felony,Drug,Drug Possession,Parole Granted,5JD,No,No,Female,50.0
22144,White,Felony - Enhanced,Drug,Trafficking,Parole Granted,1JD,No,No,Female,40.0
22145,Black,Felony - Enhanced,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,40.0
22146,Black,Aggravated Misdemeanor,Public Order,OWI,Discharged - Expiration of Sentence,,No,No,Male,50.0
22147,White,D Felony,Violent,Sex,Released to Special Sentence,3JD,No,No,Male,40.0
22148,Black,Felony - Enhanced,Other,Other Criminal,Parole Granted,,No,No,Female,40.0
22149,White,Serious Misdemeanor,Drug,Drug Possession,Parole Granted,1JD,Yes,Yes,Male,40.0
22150,White,C Felony,Violent,Robbery,Parole Granted,5JD,No,Yes,Male,40.0
22151,White,B Felony,Other,Other Criminal,Parole Granted,1JD,No,Yes,Female,40.0
22152,Black,Aggravated Misdemeanor,Property,Theft,Parole Granted,5JD,Yes,No,Female,50.0
22153,White,D Felony,Public Order,OWI,Parole Granted,2JD,No,Yes,Male,40.0
22154,White,C Felony,Drug,Trafficking,Parole Granted,7JD,No,No,Male,50.0
22155,White,Felony - Enhanced,Drug,Trafficking,Parole Granted,1JD,Yes,No,Male,50.0
22156,White,C Felony,Drug,Trafficking,Paroled w/Immediate Discharge,,Yes,Yes,Male,40.0
22157,White,C Felony,Drug,Trafficking,Parole Granted,2JD,No,Yes,Male,50.0
22158,White,B Felony,Drug,Trafficking,Parole Granted,1JD,Yes,No,Male,50.0
22159,Black,Felony - Enhanced,Other,Other Criminal,Paroled to Detainer - Out of State,7JD,Yes,Yes,Male,50.0
22160,Black,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,5JD,No,Yes,Male,40.0
22161,White,D Felony,Property,Forgery/Fraud,Discharged - Expiration of Sentence,,No,Yes,Male,40.0
22162,White,D Felony,Violent,Assault,Parole Granted,5JD,No,Yes,Male,40.0
22163,Black,Aggravated Misdemeanor,Violent,Sex,Released to Special Sentence,7JD,No,Yes,Male,50.0
22164,White,D Felony,Property,Burglary,Parole Granted,5JD,No,Yes,Male,50.0
22165,Black,D Felony,Violent,Assault,Parole Granted,7JD,No,No,Male,50.0
22166,Asian or Pacific Islander,Aggravated Misdemeanor,Property,Theft,Paroled to Detainer - INS,,No,No,Male,50.0
22167,Hispanic,D Felony,Public Order,OWI,Paroled to Detainer - Out of State,,No,Yes,Male,40.0
22168,American Native,D Felony,Public Order,Other Public Order,Discharged - Expiration of Sentence,5JD,Yes,No,Male,40.0
22169,White,Aggravated Misdemeanor,Public Order,Alcohol,Discharged - Expiration of Sentence,,No,No,Male,50.0
22170,White,D Felony,Public Order,OWI,Paroled to Detainer - Iowa,5JD,No,Yes,Male,40.0
22171,White,C Felony,Drug,Trafficking,Parole Granted,8JD,No,No,Male,40.0
22172,White,C Felony,Property,Burglary,Discharged - Expiration of Sentence,6JD,Yes,Yes,Male,50.0
22173,Hispanic,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,7JD,Yes,No,Male,50.0
22174,White,D Felony,Property,Theft,Parole Granted,5JD,No,No,Male,70.0
22175,White,D Felony,Property,Forgery/Fraud,Parole Granted,5JD,No,Yes,Female,40.0
22176,White,D Felony,Property,Forgery/Fraud,Paroled to Detainer - Out of State,3JD,No,Yes,Male,40.0
22177,White,D Felony,Drug,Drug Possession,Parole Granted,8JD,No,No,Female,50.0
22178,Black,D Felony,Drug,Trafficking,Parole Granted,8JD,Yes,Yes,Male,50.0
22179,White,D Felony,Drug,Other Drug,Parole Granted,8JD,No,Yes,Male,40.0
22180,White,D Felony,Public Order,OWI,Parole Granted,3JD,Yes,No,Male,50.0
22181,White,B Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,No,No,Male,50.0
22182,White,D Felony,Violent,Assault,Parole Granted,1JD,Yes,Yes,Male,40.0
22183,American Native,Aggravated Misdemeanor,Property,Theft,Parole Granted,3JD,No,Yes,Female,40.0
22184,White,D Felony,Drug,Drug Possession,Parole Granted,,No,No,Male,40.0
22185,White,B Felony,Drug,Trafficking,Parole Granted,5JD,Yes,No,Male,40.0
22186,Black,C Felony,Violent,Robbery,Discharged - Expiration of Sentence,7JD,No,Yes,Male,40.0
22187,White,C Felony,Drug,Trafficking,Parole Granted,1JD,No,No,Male,50.0
22188,White,C Felony,Drug,Trafficking,Parole Granted,2JD,Yes,No,Male,40.0
22189,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,5JD,Yes,Yes,Male,40.0
22190,Black,B Felony,Violent,Murder/Manslaughter,Discharged - Expiration of Sentence,5JD,No,Yes,Male,50.0
22191,White,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,,No,No,Male,50.0
22192,White,D Felony,Property,Forgery/Fraud,Parole Granted,4JD,Yes,Yes,Male,40.0
22193,White,C Felony,Drug,Trafficking,Parole Granted,6JD,Yes,Yes,Male,40.0
22194,White,Aggravated Misdemeanor,Public Order,Alcohol,Discharged - Expiration of Sentence,7JD,Yes,No,Male,70.0
22195,White,D Felony,Drug,Trafficking,Paroled w/Immediate Discharge,6JD,No,No,Female,40.0
22196,Black,D Felony,Drug,Drug Possession,Discharged - Expiration of Sentence,,No,Yes,Female,50.0
22197,White,D Felony,Property,Forgery/Fraud,Paroled to Detainer - Out of State,7JD,No,Yes,Female,50.0
22198,White,Felony - Enhanced,Drug,Trafficking,Parole Granted,2JD,Yes,No,Male,40.0
22199,White,B Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,40.0
22200,White,Felony - Enhanced,Drug,Trafficking,Parole Granted,5JD,No,No,Male,40.0
22201,White,Aggravated Misdemeanor,Property,Burglary,Discharged - Expiration of Sentence,,No,Yes,Male,50.0
22202,White,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,4JD,No,Yes,Female,40.0
22203,White,Felony - Enhanced,Drug,Trafficking,Discharged - Expiration of Sentence,8JD,No,Yes,Male,40.0
22204,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Yes,Male,70.0
22205,White,D Felony,Property,Burglary,Parole Granted,8JD,No,Yes,Male,40.0
22206,White,D Felony,Public Order,OWI,Parole Granted,5JD,No,Yes,Male,40.0
22207,White,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,5JD,No,No,Male,40.0
22208,Black,Felony - Enhanced,Other,Other Criminal,Parole Granted,1JD,No,Yes,Male,70.0
22209,White,D Felony,Drug,Drug Possession,Parole Granted,5JD,No,Yes,Male,40.0
22210,White,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,,No,No,Male,70.0
22211,White,D Felony,Property,Theft,Parole Granted,1JD,Yes,No,Female,50.0
22212,White,Aggravated Misdemeanor,Violent,Assault,Paroled w/Immediate Discharge,5JD,Yes,Yes,Female,50.0
22213,White,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,Yes,Male,40.0
22214,Black,D Felony,Public Order,Other Public Order,Discharged - Expiration of Sentence,7JD,Yes,No,Male,70.0
22215,White,Aggravated Misdemeanor,Violent,Assault,Parole Granted,2JD,No,Yes,Male,40.0
22216,Black,D Felony,Property,Forgery/Fraud,Parole Granted,8JD,No,No,Male,70.0
22217,Black,Aggravated Misdemeanor,Property,Theft,Parole Granted,1JD,Yes,No,Female,40.0
22218,White,Serious Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Yes,Male,40.0
22219,American Native,B Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male,40.0
22220,White,Felony - Enhanced,Drug,Trafficking,Parole Granted,5JD,Yes,No,Male,70.0
22221,Black,C Felony,Property,Burglary,Parole Granted,,No,Yes,Male,40.0
22222,White,D Felony,Property,Vandalism,Discharged - Expiration of Sentence,7JD,No,Yes,Male,50.0
22223,Black,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Yes,Male,40.0
22224,White,D Felony,Drug,Other Drug,Parole Granted,6JD,Yes,No,Male,50.0
22225,White,C Felony,Violent,Robbery,Parole Granted,,No,Yes,Male,40.0
22226,White,B Felony,Drug,Trafficking,Parole Granted,1JD,No,No,Male,40.0
22227,Black,Aggravated Misdemeanor,Violent,Assault,Parole Granted,1JD,Yes,Yes,Male,40.0
22228,White,C Felony,Drug,Trafficking,Parole Granted,2JD,Yes,No,Male,50.0
22229,White,C Felony,Violent,Kidnap,Discharged - Expiration of Sentence,,No,No,Male,50.0
22230,White,C Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Male,40.0
22231,American Native,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,40.0
22232,Black,C Felony,Property,Burglary,Discharged - Expiration of Sentence,,Yes,Yes,Male,40.0
22233,White,B Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,50.0
22234,White,D Felony,Violent,Assault,Parole Granted,2JD,No,Yes,Male,40.0
22235,White,C Felony,Property,Theft,Parole Granted,6JD,Yes,Yes,Male,40.0
22236,White,D Felony,Drug,Drug Possession,Parole Granted,5JD,No,Yes,Male,40.0
22237,Hispanic,D Felony,Property,Forgery/Fraud,Paroled w/Immediate Discharge,,No,No,Female,50.0
22238,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,5JD,Yes,Yes,Male,40.0
22239,Black,C Felony,Property,Burglary,Parole Granted,5JD,No,Yes,Male,50.0
22240,Black,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Yes,Male,40.0
22241,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,2JD,Yes,Yes,Male,40.0
22242,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,5JD,Yes,No,Female,50.0
22243,American Native,D Felony,Property,Burglary,Parole Granted,5JD,Yes,Yes,Male,40.0
22244,White,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,5JD,No,Yes,Male,40.0
22245,White,B Felony,Violent,Murder/Manslaughter,Parole Granted,5JD,No,Yes,Male,40.0
22246,Black,Felony - Enhanced,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male,40.0
22247,White,D Felony,Property,Burglary,Parole Granted,3JD,No,Yes,Male,40.0
22248,White,Aggravated Misdemeanor,Drug,Drug Possession,Parole Granted,8JD,No,No,Male,40.0
22249,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Yes,Male,50.0
22250,Black,C Felony,Violent,Assault,Parole Granted,2JD,No,No,Male,70.0
22251,Black,D Felony,Property,Forgery/Fraud,Parole Granted,8JD,No,Yes,Male,40.0
22252,Black,B Felony,Violent,Sex,Discharged - Expiration of Sentence,7JD,No,Yes,Male,50.0
22253,White,Aggravated Misdemeanor,Drug,Drug Possession,Discharged - Expiration of Sentence,,No,No,Male,70.0
22254,White,C Felony,Property,Theft,Parole Granted,6JD,No,No,Male,50.0
22255,Black,B Felony,Property,Arson,Parole Granted,1JD,Yes,No,Male,40.0
22256,White,D Felony,Public Order,OWI,Parole Granted,8JD,No,Yes,Male,50.0
22257,Black,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,5JD,No,Yes,Female,40.0
22258,White,Aggravated Misdemeanor,Violent,Sex,Released to Special Sentence,5JD,Yes,No,Male,40.0
22259,White,C Felony,Violent,Sex,Released to Special Sentence,2JD,Yes,Yes,Male,40.0
22260,Black,D Felony,Property,Vandalism,Discharged - Expiration of Sentence,,No,Yes,Male,40.0
22261,Black,C Felony,Violent,Robbery,Parole Granted,1JD,Yes,Yes,Male,40.0
22262,Black,Felony - Enhanced,Other,Other Criminal,Parole Granted,,No,No,Male,50.0
22263,White,C Felony,Violent,Robbery,Discharged - Expiration of Sentence,6JD,Yes,Yes,Male,40.0
22264,White,C Felony,Drug,Trafficking,Parole Granted,5JD,No,No,Male,40.0
22265,White,D Felony,Drug,Trafficking,Parole Granted,5JD,No,No,Male,50.0
22266,White,D Felony,Property,Theft,Parole Granted,5JD,No,No,Male,70.0
22267,White,C Felony,Drug,Other Drug,Parole Granted,8JD,No,No,Male,50.0
22268,White,D Felony,Public Order,OWI,Parole Granted,7JD,Yes,Yes,Male,40.0
22269,Black,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,No,Male,40.0
22270,White,Aggravated Misdemeanor,Violent,Sex,Released to Special Sentence,3JD,Yes,No,Male,50.0
22271,White,Aggravated Misdemeanor,Property,Theft,Parole Granted,2JD,No,Yes,Male,50.0
22272,White,B Felony,Violent,Other Violent,Parole Granted,2JD,No,Yes,Male,70.0
22273,Black,B Felony,Violent,Murder/Manslaughter,Discharged - Expiration of Sentence,,No,Yes,Male,40.0
22274,White,B Felony,Drug,Trafficking,Parole Granted,,No,No,Male,50.0
22275,Black,D Felony,Public Order,Flight/Escape,Parole Granted,2JD,Yes,No,Male,40.0
22276,Black,B Felony,Property,Arson,Parole Granted,7JD,Yes,Yes,Male,40.0
22277,White,B Felony,Drug,Trafficking,Parole Granted,5JD,No,No,Female,50.0
22278,White,C Felony,Property,Burglary,Parole Granted,7JD,Yes,Yes,Male,40.0
22279,Black,C Felony,Drug,Trafficking,Parole Granted,7JD,No,No,Male,50.0
22280,White,Aggravated Misdemeanor,Public Order,Alcohol,Discharged - Expiration of Sentence,8JD,No,No,Male,70.0
22281,Black,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Yes,Male,50.0
22282,White,D Felony,Property,Theft,Parole Granted,2JD,No,No,Male,40.0
22283,Black,D Felony,Property,Forgery/Fraud,Parole Granted,5JD,No,No,Male,70.0
22284,White,Felony - Enhanced,Other,Other Criminal,Discharged - Expiration of Sentence,,Yes,No,Male,50.0
22285,White,D Felony,Drug,Drug Possession,Parole Granted,2JD,No,Yes,Male,50.0
22286,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Yes,Male,40.0
22287,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Yes,Male,40.0
22288,White,C Felony,Drug,Other Drug,Parole Granted,6JD,Yes,No,Male,40.0
22289,White,D Felony,Public Order,Other Public Order,Parole Granted,5JD,No,Yes,Male,40.0
22290,American Native,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,,No,No,Male,50.0
22291,White,Aggravated Misdemeanor,Public Order,Alcohol,Discharged - Expiration of Sentence,,No,Yes,Male,70.0
22292,Black,Felony - Enhanced,Other,Other Criminal,Parole Granted,5JD,No,Yes,Male,40.0
22293,Black,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,Yes,Male,50.0
22294,Black,Felony - Enhanced,Other,Other Criminal,Parole Granted,8JD,No,Yes,Male,50.0
22295,White,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,Yes,Male,50.0
22296,Black,D Felony,Drug,Trafficking,Parole Granted,2JD,No,Yes,Male,40.0
22297,White,D Felony,Drug,Drug Possession,Discharged - Expiration of Sentence,5JD,Yes,Yes,Male,40.0
22298,White,D Felony,Drug,Trafficking,Parole Granted,3JD,No,No,Male,50.0
22299,White,B Felony,Violent,Sex,Discharged - Expiration of Sentence,,No,No,Male,50.0
22300,White,D Felony,Property,Burglary,Parole Granted,5JD,Yes,Yes,Male,50.0
22301,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,2JD,Yes,Yes,Male,50.0
22302,Black,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged - Expiration of Sentence,,No,Yes,Male,40.0
22303,White,B Felony,Drug,Trafficking,Parole Granted,2JD,No,No,Male,70.0
22304,White,C Felony,Violent,Sex,Released to Special Sentence,5JD,Yes,No,Male,40.0
22305,White,Felony - Enhanced,Drug,Trafficking,Parole Granted,5JD,Yes,No,Male,40.0
22306,White,C Felony,Drug,Trafficking,Parole Granted,2JD,No,No,Male,40.0
22307,White,D Felony,Public Order,Weapons,Parole Granted,1JD,No,No,Male,40.0
22308,White,C Felony,Drug,Trafficking,Parole Granted,1JD,No,No,Male,50.0
22309,Black,C Felony,Property,Theft,Parole Granted,7JD,No,Yes,Male,50.0
22310,White,D Felony,Property,Theft,Parole Granted,1JD,No,Yes,Female,40.0
22311,Black,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,8JD,Yes,Yes,Male,50.0
22312,Black,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,1JD,No,Yes,Male,40.0
22313,White,C Felony,Drug,Trafficking,Parole Granted,1JD,Yes,No,Male,40.0
22314,White,D Felony,Drug,Drug Possession,Parole Granted,7JD,No,Yes,Male,50.0
22315,White,D Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Male,50.0
22316,White,D Felony,Public Order,OWI,Parole Granted,7JD,No,No,Female,50.0
22317,White,D Felony,Drug,Trafficking,Parole Granted,2JD,Yes,No,Male,40.0
22318,Black,Felony - Enhanced,Other,Other Criminal,Parole Granted,6JD,Yes,Yes,Female,40.0
22319,White,D Felony,Property,Burglary,Paroled to Detainer - U.S. Marshall,5JD,No,Yes,Male,40.0
22320,White,D Felony,Violent,Assault,Parole Granted,6JD,No,Yes,Male,40.0
22321,White,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,8JD,Yes,No,Male,40.0
22322,American Native,Felony - Enhanced,Other,Other Criminal,Paroled to Detainer - U.S. Marshall,,No,Yes,Male,40.0
22323,White,Aggravated Misdemeanor,Property,Vandalism,Paroled w/Immediate Discharge,,No,No,Male,40.0
22324,White,C Felony,Drug,Trafficking,Parole Granted,6JD,Yes,Yes,Male,40.0
22325,White,B Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,40.0
22326,White,Felony - Enhanced,Drug,Trafficking,Parole Granted,,No,No,Female,50.0
22327,White,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,7JD,No,No,Female,40.0
22328,Black,D Felony,Drug,Drug Possession,Parole Granted,1JD,Yes,Yes,Male,40.0
22329,White,C Felony,Violent,Sex,Discharged - Expiration of Sentence,,No,No,Male,40.0
22330,White,D Felony,Violent,Assault,Parole Granted,1JD,No,Yes,Male,40.0
22331,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,5JD,Yes,No,Male,40.0
22332,Hispanic,B Felony,Violent,Murder/Manslaughter,Parole Granted,,Yes,Yes,Male,40.0
22333,White,D Felony,Drug,Drug Possession,Parole Granted,2JD,Yes,Yes,Male,40.0
22334,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,2JD,No,Yes,Male,40.0
22335,White,C Felony,Property,Burglary,Parole Granted,8JD,Yes,Yes,Male,40.0
22336,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,3JD,Yes,Yes,Male,40.0
22337,White,B Felony,Drug,Trafficking,Parole Granted,5JD,No,No,Female,50.0
22338,White,C Felony,Drug,Trafficking,Parole Granted,1JD,Yes,No,Male,40.0
22339,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,,No,No,Male,40.0
22340,White,C Felony,Drug,Trafficking,Parole Granted,2JD,No,Yes,Male,50.0
22341,Black,C Felony,Property,Arson,Parole Granted,8JD,No,No,Male,50.0
22342,White,D Felony,Public Order,Weapons,Parole Granted,8JD,No,No,Male,40.0
22343,White,C Felony,Property,Theft,Parole Granted,6JD,Yes,No,Female,40.0
22344,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,1JD,Yes,No,Male,40.0
22345,Black,Aggravated Misdemeanor,Property,Burglary,Discharged - Expiration of Sentence,,Yes,Yes,Male,40.0
22346,White,D Felony,Violent,Assault,Parole Granted,5JD,No,Yes,Male,40.0
22347,White,B Felony,Drug,Trafficking,Parole Granted,8JD,No,No,Male,70.0
22348,White,D Felony,Violent,Assault,Parole Granted,3JD,No,Yes,Male,40.0
22349,White,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,5JD,No,Yes,Male,40.0
22350,White,B Felony,Drug,Trafficking,Parole Granted,1JD,No,Yes,Male,40.0
22351,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,5JD,No,Yes,Male,40.0
22352,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,5JD,Yes,No,Male,40.0
22353,White,D Felony,Property,Theft,Parole Granted,2JD,No,Yes,Male,40.0
22354,White,C Felony,Violent,Sex,Released to Special Sentence,2JD,No,No,Male,70.0
22355,White,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,5JD,Yes,Yes,Male,50.0
22356,White,D Felony,Property,Vandalism,Parole Granted,,No,Yes,Male,50.0
22357,White,B Felony,Other,Other Criminal,Parole Granted,5JD,Yes,Yes,Male,40.0
22358,Black,D Felony,Public Order,OWI,Parole Granted,3JD,Yes,Yes,Male,40.0
22359,White,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,,No,Yes,Male,50.0
22360,White,Felony - Enhanced,Drug,Trafficking,Parole Granted,1JD,No,Yes,Male,40.0
22361,White,C Felony,Property,Burglary,Parole Granted,8JD,Yes,Yes,Male,40.0
22362,White,C Felony,Property,Theft,Paroled to Detainer - U.S. Marshall,,No,Yes,Male,50.0
22363,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,3JD,Yes,Yes,Male,40.0
22364,White,D Felony,Property,Theft,Parole Granted,5JD,Yes,Yes,Female,40.0
22365,White,D Felony,Property,Forgery/Fraud,Parole Granted,5JD,Yes,Yes,Female,40.0
22366,White,D Felony,Public Order,Traffic,Parole Granted,2JD,No,No,Male,50.0
22367,Hispanic,B Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male,40.0
22368,White,C Felony,Property,Burglary,Parole Granted,5JD,Yes,Yes,Male,40.0
22369,White,B Felony,Drug,Trafficking,Parole Granted,5JD,Yes,No,Male,40.0
22370,White,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,,No,No,Male,70.0
22371,White,D Felony,Property,Theft,Parole Granted,1JD,Yes,No,Male,40.0
22372,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,1JD,Yes,No,Male,70.0
22373,White,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,5JD,No,Yes,Male,50.0
22374,White,D Felony,Drug,Drug Possession,Parole Granted,2JD,No,No,Male,50.0
22375,White,C Felony,Drug,Trafficking,Parole Granted,2JD,Yes,No,Male,40.0
22376,Black,Aggravated Misdemeanor,Property,Theft,Parole Granted,6JD,Yes,No,Male,40.0
22377,Black,B Felony,Violent,Other Violent,Parole Granted,5JD,Yes,Yes,Male,40.0
22378,American Native,D Felony,Drug,Trafficking,Parole Granted,3JD,Yes,Yes,Male,40.0
22379,White,D Felony,Drug,Drug Possession,Parole Granted,5JD,No,No,Male,50.0
22380,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Yes,Male,70.0
22381,White,B Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male,40.0
22382,Black,D Felony,Violent,Assault,Discharged - Expiration of Sentence,1JD,Yes,Yes,Male,50.0
22383,American Native,D Felony,Drug,Drug Possession,Parole Granted,6JD,No,No,Male,70.0
22384,White,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,No,Male,40.0
