,yr_released,report_year,race_ethnicity,age_released,crime_class,crime_type,crime_subtype,release_type,super_dist,recidivist,target_pop,sex
22024,2015,2018,White - Non-Hispanic,45-54,C Felony,Violent,Sex,Released to Special Sentence,1JD,Yes,Yes,Male
22025,2015,2018,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,,No,Yes,Male
22026,2015,2018,Black - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male
22027,2015,2018,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,5JD,No,No,Male
22028,2015,2018,White - Hispanic,45-54,Aggravated Misdemeanor,Violent,Sex,Released to Special Sentence,7JD,No,Yes,Male
22029,2015,2018,Black - Non-Hispanic,45-54,C Felony,Property,Burglary,Discharged - Expiration of Sentence,5JD,Yes,Yes,Male
22030,2015,2018,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Discharged - Expiration of Sentence,5JD,Yes,No,Male
22031,2015,2018,White - Non-Hispanic,55 and Older,Felony - Enhancement to Original Penalty,Drug,Trafficking,Discharged - Expiration of Sentence,,No,No,Male
22032,2015,2018,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,1JD,No,No,Female
22033,2015,2018,White - Non-Hispanic,45-54,C Felony,Violent,Sex,Released to Special Sentence,,No,No,Male
22034,2015,2018,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male
22035,2015,2018,Black - Non-Hispanic,55 and Older,D Felony,Property,Forgery/Fraud,Parole Granted,1JD,No,No,Male
22036,2015,2018,White - Non-Hispanic,45-54,D Felony,Violent,Assault,Paroled to Detainer - Out of State,8JD,Yes,Yes,Male
22037,2015,2018,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Paroled to Detainer - U.S. Marshall,7JD,No,Yes,Male
22038,2015,2018,Black - Non-Hispanic,45-54,D Felony,Property,Burglary,Parole Granted,4JD,Yes,Yes,Male
22039,2015,2018,White - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Parole Granted,1JD,No,Yes,Male
22040,2015,2018,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male
22041,2015,2018,Black - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,7JD,Yes,Yes,Male
22042,2015,2018,Black - Non-Hispanic,45-54,B Felony,Other,Other Criminal,Parole Granted,5JD,No,Yes,Male
22043,2015,2018,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Parole Granted,5JD,No,No,Male
22044,2015,2018,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,No,Male
22045,2015,2018,Black - Non-Hispanic,45-54,D Felony,Property,Burglary,Discharged - Expiration of Sentence,7JD,Yes,Yes,Male
22046,2015,2018,Black - Non-Hispanic,55 and Older,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,5JD,Yes,Yes,Male
22047,2015,2018,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,,No,No,Female
22048,2015,2018,White - Non-Hispanic,45-54,D Felony,Public Order,Other Public Order,Discharged - Expiration of Sentence,1JD,Yes,Yes,Male
22049,2015,2018,Black - Non-Hispanic,45-54,C Felony,Violent,Sex,Parole Granted,7JD,No,No,Female
22050,2015,2018,White - Non-Hispanic,55 and Older,B Felony,Violent,Sex,Discharged - Expiration of Sentence,,No,No,Male
22051,2015,2018,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Parole Granted,5JD,No,Yes,Male
22052,2015,2018,White -,55 and Older,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,,No,No,Male
22053,2015,2018,White - Non-Hispanic,45-54,D Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male
22054,2015,2018,Black - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Discharged - Expiration of Sentence,1JD,Yes,Yes,Male
22055,2015,2018,White - Non-Hispanic,45-54,D Felony,Public Order,Weapons,Discharged - Expiration of Sentence,,No,Yes,Male
22056,2015,2018,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,5JD,Yes,No,Male
22057,2015,2018,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Parole Granted,1JD,No,Yes,Male
22058,2015,2018,Black - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male
22059,2015,2018,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Discharged - Expiration of Sentence,5JD,No,No,Male
22060,2015,2018,Black - Non-Hispanic,45-54,B Felony,Violent,Murder/Manslaughter,Parole Granted,1JD,Yes,Yes,Male
22061,2015,2018,White - Non-Hispanic,45-54,C Felony,Property,Theft,Parole Granted,6JD,No,Yes,Male
22062,2015,2018,Black - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,1JD,No,Yes,Male
22063,2015,2018,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,Yes,Male
22064,2015,2018,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male
22065,2015,2018,White - Non-Hispanic,45-54,B Felony,Violent,Robbery,Parole Granted,2JD,Yes,Yes,Male
22066,2015,2018,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,6JD,No,Yes,Male
22067,2015,2018,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Parole Granted,6JD,Yes,Yes,Male
22068,2015,2018,White - Non-Hispanic,45-54,B Felony,Violent,Murder/Manslaughter,Parole Granted,5JD,No,No,Male
22069,2015,2018,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Yes,Male
22070,2015,2018,Black - Non-Hispanic,55 and Older,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,3JD,No,No,Male
22071,2015,2018,Black - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole Granted,2JD,Yes,Yes,Male
22072,2015,2018,Black - Non-Hispanic,55 and Older,D Felony,Property,Theft,Paroled w/Immediate Discharge,,No,No,Male
22073,2015,2018,White - Non-Hispanic,45-54,C Felony,Property,Burglary,Parole Granted,7JD,No,Yes,Male
22074,2015,2018,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Discharged - Expiration of Sentence,,No,Yes,Male
22075,2015,2018,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,Sex,Released to Special Sentence,2JD,No,No,Male
22076,2015,2018,White - Non-Hispanic,55 and Older,D Felony,Violent,Assault,Parole Granted,2JD,No,Yes,Male
22077,2015,2018,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,,No,Yes,Male
22078,2015,2018,Black - Non-Hispanic,45-54,D Felony,Property,Burglary,Parole Granted,5JD,Yes,No,Male
22079,2015,2018,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,Alcohol,Parole Granted,2JD,Yes,No,Male
22080,2015,2018,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Paroled w/Immediate Discharge,6JD,Yes,Yes,Male
22081,2015,2018,White - Non-Hispanic,35-44,B Felony,Violent,Murder/Manslaughter,Parole Granted,4JD,No,Yes,Male
22082,2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Drug,Drug Possession,Discharged - Expiration of Sentence,,No,Yes,Male
22083,2015,2018,Black - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male
22084,2015,2018,Black - Non-Hispanic,45-54,D Felony,Violent,Assault,Discharged - Expiration of Sentence,5JD,No,Yes,Male
22085,2015,2018,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Yes,Male
22086,2015,2018,White - Non-Hispanic,45-54,D Felony,Public Order,Traffic,Parole Granted,1JD,Yes,Yes,Male
22087,2015,2018,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Yes,Male
22088,2015,2018,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,6JD,Yes,No,Male
22089,2015,2018,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male
22090,2015,2018,Black - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,,No,No,Male
22091,2015,2018,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,Assault,Parole Granted,5JD,No,Yes,Male
22092,2015,2018,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male
22093,2015,2018,White - Non-Hispanic,45-54,D Felony,Drug,Other Drug,Parole Granted,7JD,No,No,Male
22094,2015,2018,Black - Non-Hispanic,55 and Older,C Felony,Drug,Trafficking,Parole Granted,7JD,No,No,Male
22095,2015,2018,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,Alcohol,Parole Granted,1JD,No,No,Male
22096,2015,2018,Black - Non-Hispanic,35-44,B Felony,Other,Other Criminal,Parole Granted,5JD,Yes,Yes,Male
22097,2015,2018,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Parole Granted,3JD,No,No,Male
22098,2015,2018,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,2JD,No,Yes,Male
22099,2015,2018,White - Non-Hispanic,45-54,C Felony,Property,Theft,Parole Granted,7JD,Yes,Yes,Male
22100,2015,2018,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,2JD,No,Yes,Male
22101,2015,2018,Black - Non-Hispanic,45-54,D Felony,Violent,Assault,Parole Granted,6JD,No,Yes,Male
22102,2015,2018,Black - Non-Hispanic,45-54,C Felony,Property,Burglary,Parole Granted,5JD,No,Yes,Male
22103,2015,2018,American Indian or Alaska Native - Non-Hispanic,45-54,C Felony,Property,Theft,Parole Granted,,Yes,Yes,Male
22104,2015,2018,White - Non-Hispanic,45-54,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,Yes,Male
22105,2015,2018,White - Non-Hispanic,55 and Older,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male
22106,2015,2018,Black - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Discharged - Expiration of Sentence,,No,Yes,Male
22107,2015,2018,White - Non-Hispanic,55 and Older,D Felony,Property,Burglary,Parole Granted,,No,Yes,Male
22108,2015,2018,Black - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,2JD,Yes,Yes,Male
22109,2015,2018,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Parole Granted,1JD,Yes,No,Male
22110,2015,2018,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole Granted,6JD,Yes,Yes,Male
22111,2015,2018,White - Non-Hispanic,45-54,C Felony,Property,Burglary,Parole Granted,5JD,No,Yes,Male
22112,2015,2018,White - Non-Hispanic,45-54,D Felony,Property,Theft,Parole Granted,2JD,Yes,Yes,Male
22113,2015,2018,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Discharged - Expiration of Sentence,5JD,Yes,No,Male
22114,2015,2018,Black - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,5JD,No,Yes,Male
22115,2015,2018,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Parole Granted,1JD,No,No,Male
22116,2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,5JD,No,No,Male
22117,2015,2018,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male
22118,2015,2018,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,No,Yes,Male
22119,2015,2018,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Male
22120,2015,2018,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,Yes,Yes,Male
22121,2015,2018,White - Non-Hispanic,35-44,C Felony,Property,Burglary,Parole Granted,7JD,No,Yes,Male
22122,2015,2018,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Discharged - Expiration of Sentence,,No,Yes,Male
22123,2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,,No,Yes,Male
22124,2015,2018,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Paroled to Detainer - Out of State,5JD,No,Yes,Male
22125,2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole Granted,1JD,No,No,Male
22126,2015,2018,White - Non-Hispanic,35-44,D Felony,Property,Theft,Parole Granted,5JD,Yes,Yes,Male
22127,2015,2018,White - Non-Hispanic,35-44,C Felony,Property,Burglary,Parole Granted,1JD,Yes,Yes,Male
22128,2015,2018,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Paroled to Detainer - Out of State,3JD,Yes,Yes,Male
22129,2015,2018,Black - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male
22130,2015,2018,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Discharged - Expiration of Sentence,1JD,Yes,Yes,Male
22131,2015,2018,Black - Non-Hispanic,25-34,D Felony,Public Order,Flight/Escape,Discharged - Expiration of Sentence,5JD,Yes,Yes,Male
22132,2015,2018,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,,No,Yes,Male
22133,2015,2018,Black - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole Granted,1JD,Yes,Yes,Male
22134,2015,2018,Asian or Pacific Islander - Non-Hispanic,25-34,B Felony,Other,Other Criminal,Discharged - Expiration of Sentence,,No,Yes,Male
22135,2015,2018,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,1JD,No,Yes,Male
22136,2015,2018,Black - Non-Hispanic,25-34,B Felony,Violent,Other Violent,Paroled to Detainer - U.S. Marshall,,No,Yes,Male
22137,2015,2018,Black - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Parole Granted,6JD,Yes,Yes,Male
22138,2015,2018,White - Non-Hispanic,55 and Older,C Felony,Property,Burglary,Paroled to Detainer - U.S. Marshall,5JD,No,Yes,Male
22139,2015,2018,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Public Order,Alcohol,Parole Granted,7JD,No,No,Male
22140,2015,2018,White - Non-Hispanic,55 and Older,B Felony,Drug,Trafficking,Paroled w/Immediate Discharge,,No,No,Male
22141,2015,2018,White - Non-Hispanic,55 and Older,C Felony,Violent,Sex,Discharged - Expiration of Sentence,,No,No,Male
22142,2015,2018,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Parole Granted,5JD,Yes,No,Female
22143,2015,2018,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Parole Granted,5JD,No,No,Female
22144,2015,2018,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,No,No,Female
22145,2015,2018,Black - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male
22146,2015,2018,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,OWI,Discharged - Expiration of Sentence,,No,No,Male
22147,2015,2018,White - Non-Hispanic,35-44,D Felony,Violent,Sex,Released to Special Sentence,3JD,No,No,Male
22148,2015,2018,Black - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,,No,No,Female
22149,2015,2018,White - Non-Hispanic,35-44,Serious Misdemeanor,Drug,Drug Possession,Parole Granted,1JD,Yes,Yes,Male
22150,2015,2018,White - Non-Hispanic,35-44,C Felony,Violent,Robbery,Parole Granted,5JD,No,Yes,Male
22151,2015,2018,White - Non-Hispanic,35-44,B Felony,Other,Other Criminal,Parole Granted,1JD,No,Yes,Female
22152,2015,2018,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Property,Theft,Parole Granted,5JD,Yes,No,Female
22153,2015,2018,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,Parole Granted,2JD,No,Yes,Male
22154,2015,2018,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole Granted,7JD,No,No,Male
22155,2015,2018,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,Yes,No,Male
22156,2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Paroled w/Immediate Discharge,,Yes,Yes,Male
22157,2015,2018,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole Granted,2JD,No,Yes,Male
22158,2015,2018,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole Granted,1JD,Yes,No,Male
22159,2015,2018,Black - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Paroled to Detainer - Out of State,7JD,Yes,Yes,Male
22160,2015,2018,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,5JD,No,Yes,Male
22161,2015,2018,White - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Discharged - Expiration of Sentence,,No,Yes,Male
22162,2015,2018,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole Granted,5JD,No,Yes,Male
22163,2015,2018,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,Sex,Released to Special Sentence,7JD,No,Yes,Male
22164,2015,2018,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Parole Granted,5JD,No,Yes,Male
22165,2015,2018,Black - Non-Hispanic,45-54,D Felony,Violent,Assault,Parole Granted,7JD,No,No,Male
22166,2015,2018,Asian or Pacific Islander - Non-Hispanic,45-54,Aggravated Misdemeanor,Property,Theft,Paroled to Detainer - INS,,No,No,Male
22167,2015,2018,White - Hispanic,35-44,D Felony,Public Order,OWI,Paroled to Detainer - Out of State,,No,Yes,Male
22168,2015,2018,American Indian or Alaska Native - Non-Hispanic,35-44,D Felony,Public Order,Other Public Order,Discharged - Expiration of Sentence,5JD,Yes,No,Male
22169,2015,2018,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,Alcohol,Discharged - Expiration of Sentence,,No,No,Male
22170,2015,2018,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,Paroled to Detainer - Iowa,5JD,No,Yes,Male
22171,2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole Granted,8JD,No,No,Male
22172,2015,2018,White - Non-Hispanic,45-54,C Felony,Property,Burglary,Discharged - Expiration of Sentence,6JD,Yes,Yes,Male
22173,2015,2018,White - Hispanic,45-54,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,7JD,Yes,No,Male
22174,2015,2018,White - Non-Hispanic,55 and Older,D Felony,Property,Theft,Parole Granted,5JD,No,No,Male
22175,2015,2018,White - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Parole Granted,5JD,No,Yes,Female
22176,2015,2018,White - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Paroled to Detainer - Out of State,3JD,No,Yes,Male
22177,2015,2018,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Parole Granted,8JD,No,No,Female
22178,2015,2018,Black - Non-Hispanic,45-54,D Felony,Drug,Trafficking,Parole Granted,8JD,Yes,Yes,Male
22179,2015,2018,White - Non-Hispanic,35-44,D Felony,Drug,Other Drug,Parole Granted,8JD,No,Yes,Male
22180,2015,2018,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Parole Granted,3JD,Yes,No,Male
22181,2015,2018,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,No,No,Male
22182,2015,2018,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole Granted,1JD,Yes,Yes,Male
22183,2015,2018,American Indian or Alaska Native - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,Parole Granted,3JD,No,Yes,Female
22184,2015,2018,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole Granted,,No,No,Male
22185,2015,2018,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole Granted,5JD,Yes,No,Male
22186,2015,2018,Black - Non-Hispanic,35-44,C Felony,Violent,Robbery,Discharged - Expiration of Sentence,7JD,No,Yes,Male
22187,2015,2018,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole Granted,1JD,No,No,Male
22188,2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole Granted,2JD,Yes,No,Male
22189,2015,2018,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,5JD,Yes,Yes,Male
22190,2015,2018,Black - Non-Hispanic,45-54,B Felony,Violent,Murder/Manslaughter,Discharged - Expiration of Sentence,5JD,No,Yes,Male
22191,2015,2018,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,,No,No,Male
22192,2015,2018,White - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Parole Granted,4JD,Yes,Yes,Male
22193,2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole Granted,6JD,Yes,Yes,Male
22194,2015,2018,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Public Order,Alcohol,Discharged - Expiration of Sentence,7JD,Yes,No,Male
22195,2015,2018,White - Non-Hispanic,35-44,D Felony,Drug,Trafficking,Paroled w/Immediate Discharge,6JD,No,No,Female
22196,2015,2018,Black - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Discharged - Expiration of Sentence,,No,Yes,Female
22197,2015,2018,White - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Paroled to Detainer - Out of State,7JD,No,Yes,Female
22198,2015,2018,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,2JD,Yes,No,Male
22199,2015,2018,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male
22200,2015,2018,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,No,No,Male
22201,2015,2018,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Property,Burglary,Discharged - Expiration of Sentence,,No,Yes,Male
22202,2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,4JD,No,Yes,Female
22203,2015,2018,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Discharged - Expiration of Sentence,8JD,No,Yes,Male
22204,2015,2018,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Yes,Male
22205,2015,2018,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole Granted,8JD,No,Yes,Male
22206,2015,2018,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,Parole Granted,5JD,No,Yes,Male
22207,2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,5JD,No,No,Male
22208,2015,2018,Black - Non-Hispanic,55 and Older,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,1JD,No,Yes,Male
22209,2015,2018,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole Granted,5JD,No,Yes,Male
22210,2015,2018,White - Non-Hispanic,55 and Older,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,,No,No,Male
22211,2015,2018,White - Non-Hispanic,45-54,D Felony,Property,Theft,Parole Granted,1JD,Yes,No,Female
22212,2015,2018,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,Assault,Paroled w/Immediate Discharge,5JD,Yes,Yes,Female
22213,2015,2018,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,Yes,Male
22214,2015,2018,Black - Non-Hispanic,55 and Older,D Felony,Public Order,Other Public Order,Discharged - Expiration of Sentence,7JD,Yes,No,Male
22215,2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Parole Granted,2JD,No,Yes,Male
22216,2015,2018,Black - Non-Hispanic,55 and Older,D Felony,Property,Forgery/Fraud,Parole Granted,8JD,No,No,Male
22217,2015,2018,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,Parole Granted,1JD,Yes,No,Female
22218,2015,2018,White - Non-Hispanic,35-44,Serious Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Yes,Male
22219,2015,2018,American Indian or Alaska Native - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male
22220,2015,2018,White - Non-Hispanic,55 and Older,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,Yes,No,Male
22221,2015,2018,Black - Non-Hispanic,35-44,C Felony,Property,Burglary,Parole Granted,,No,Yes,Male
22222,2015,2018,White - Non-Hispanic,45-54,D Felony,Property,Vandalism,Discharged - Expiration of Sentence,7JD,No,Yes,Male
22223,2015,2018,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Yes,Male
22224,2015,2018,White - Non-Hispanic,45-54,D Felony,Drug,Other Drug,Parole Granted,6JD,Yes,No,Male
22225,2015,2018,White - Non-Hispanic,35-44,C Felony,Violent,Robbery,Parole Granted,,No,Yes,Male
22226,2015,2018,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole Granted,1JD,No,No,Male
22227,2015,2018,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Parole Granted,1JD,Yes,Yes,Male
22228,2015,2018,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole Granted,2JD,Yes,No,Male
22229,2015,2018,White - Non-Hispanic,45-54,C Felony,Violent,Kidnap,Discharged - Expiration of Sentence,,No,No,Male
22230,2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Male
22231,2015,2018,American Indian or Alaska Native - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male
22232,2015,2018,Black - Non-Hispanic,35-44,C Felony,Property,Burglary,Discharged - Expiration of Sentence,,Yes,Yes,Male
22233,2015,2018,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male
22234,2015,2018,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole Granted,2JD,No,Yes,Male
22235,2015,2018,White - Non-Hispanic,35-44,C Felony,Property,Theft,Parole Granted,6JD,Yes,Yes,Male
22236,2015,2018,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole Granted,5JD,No,Yes,Male
22237,2015,2018,White - Hispanic,45-54,D Felony,Property,Forgery/Fraud,Paroled w/Immediate Discharge,,No,No,Female
22238,2015,2018,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,5JD,Yes,Yes,Male
